Time,Area,Mean,Mode,Min,Max,Perim.,Circ.,Feret,IntDen,RawIntDen,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
220,0.046,297.182,269,234,368,0.720,1.000,0.325,13.812,3269.000,234,5,9,36.870,0.195,1.372,0.729,0.957
221,0.038,382.111,275,275,529,0.628,1.000,0.276,14.530,3439.000,235,6,6,135.000,0.195,1.000,1.000,1.000
222,0.055,308.538,242,242,401,0.773,1.000,0.325,16.946,4011.000,236,5,9,36.870,0.260,1.159,0.863,0.897
223,0.046,355.455,233,233,509,0.773,0.976,0.291,16.520,3910.000,237,6,6,116.565,0.260,1.035,0.966,0.846
224,0.046,319.727,229,229,417,0.720,1.000,0.325,14.859,3517.000,238,5,9,36.870,0.195,1.372,0.729,0.957
225,0.042,375.000,235,235,582,0.720,1.000,0.291,15.844,3750.000,239,5,7,153.435,0.195,1.236,0.809,0.909
226,0.042,299.000,237,237,363,0.682,1.000,0.325,12.633,2990.000,240,5,9,36.870,0.195,1.551,0.645,0.909
227,0.055,333.615,238,238,499,0.827,1.000,0.350,18.324,4337.000,241,5,9,21.801,0.260,1.312,0.762,0.812
228,0.038,341.333,260,243,479,0.628,1.000,0.276,12.979,3072.000,242,6,6,135.000,0.195,1.000,1.000,1.000
229,0.034,290.375,228,228,357,0.590,1.000,0.276,9.815,2323.000,243,6,6,135.000,0.195,1.229,0.814,0.941
230,0.030,334.714,263,263,421,0.590,1.000,0.234,9.899,2343.000,244,6,6,123.690,0.195,1.069,0.936,0.875
231,0.055,297.692,245,245,376,0.773,1.000,0.325,16.351,3870.000,245,5,6,126.870,0.260,1.159,0.863,0.897
232,0.042,294.200,230,230,369,0.682,1.000,0.325,12.430,2942.000,246,5,6,143.130,0.195,1.551,0.645,0.909
233,0.030,282.714,229,229,337,0.590,1.000,0.234,8.361,1979.000,247,6,5,123.690,0.195,1.069,0.936,0.875
234,0.038,283.778,284,235,363,0.682,1.000,0.291,10.791,2554.000,248,5,8,26.565,0.195,1.340,0.746,0.857
235,0.025,250.167,232,232,283,0.552,1.000,0.234,6.342,1501.000,249,6,6,123.690,0.184,1.291,0.775,0.800
236,0.038,310.444,241,241,404,0.682,1.000,0.291,11.805,2794.000,250,5,8,26.565,0.195,1.340,0.746,0.857
237,0.038,304.667,254,254,382,0.682,1.000,0.291,11.585,2742.000,251,5,8,26.565,0.195,1.340,0.746,0.857
238,0.021,267.600,238,238,316,0.460,1.000,0.234,5.653,1338.000,252,6,8,33.690,0.130,1.553,0.644,0.909
239,0.038,287.556,239,239,342,0.643,1.000,0.291,10.934,2588.000,253,5,6,153.435,0.195,1.340,0.746,0.857
240,0.004,245.000,245,245,245,0.184,1.000,0.092,1.035,245.000,254,6,7,135.000,0.065,1.000,1.000,1.000
241,0.021,260.200,231,231,291,0.498,1.000,0.234,5.497,1301.000,255,5,6,123.690,0.130,1.553,0.644,0.909
242,0.025,264.000,245,245,293,0.498,1.000,0.234,6.692,1584.000,256,5,6,146.310,0.130,1.500,0.667,1.000
243,0.034,370.375,237,237,541,0.590,1.000,0.276,12.519,2963.000,257,5,6,135.000,0.195,1.229,0.814,0.941
244,0.034,288.500,236,236,363,0.643,1.000,0.291,9.751,2308.000,258,5,6,153.435,0.195,1.416,0.706,0.800
245,0.008,237.000,230,230,244,0.276,1.000,0.145,2.003,474.000,259,6,7,153.435,0.065,2.000,0.500,1.000
246,0.030,274.571,237,237,310,0.628,0.943,0.291,8.120,1922.000,260,5,8,26.565,0.130,1.936,0.517,0.933
247,0.021,259.600,235,235,297,0.552,0.873,0.206,5.484,1298.000,261,7,6,108.435,0.184,1.000,1.000,0.714
248,0.030,274.286,241,241,335,0.552,1.000,0.234,8.112,1920.000,262,6,6,123.690,0.195,1.069,0.936,0.875
249,0.017,282.250,239,239,334,0.368,1.000,0.184,4.770,1129.000,263,6,6,135.000,0.130,1.000,1.000,1.000
250,0.021,243.400,228,228,263,0.590,0.764,0.268,5.142,1217.000,264,5,7,165.964,0.130,2.188,0.457,0.769
251,0.004,239.000,239,239,239,0.184,1.000,0.092,1.010,239.000,265,7,7,135.000,0.065,1.000,1.000,1.000
252,0.030,268.571,235,235,330,0.590,1.000,0.234,7.943,1880.000,266,7,6,123.690,0.195,1.069,0.936,0.875
253,0.017,238.750,230,230,246,0.368,1.000,0.184,4.035,955.000,267,6,6,135.000,0.130,1.000,1.000,1.000
254,0.025,271.333,239,239,318,0.498,1.000,0.234,6.878,1628.000,268,6,6,146.310,0.130,1.500,0.667,1.000
255,0.008,246.500,245,245,248,0.314,1.000,0.145,2.083,493.000,269,7,6,116.565,0.065,2.000,0.500,1.000
256,0.008,250.500,239,239,262,0.276,1.000,0.145,2.117,501.000,270,7,6,153.435,0.065,2.000,0.500,1.000
257,0.004,250.000,250,250,250,0.184,1.000,0.092,1.056,250.000,272,7,6,135.000,0.065,1.000,1.000,1.000
258,0.004,235.000,235,235,235,0.184,1.000,0.092,0.993,235.000,273,7,6,135.000,0.065,1.000,1.000,1.000
259,0.013,256.000,235,235,283,0.368,1.000,0.184,3.245,768.000,275,6,6,135.000,0.130,1.464,0.683,0.857
260,0.004,232.000,232,232,232,0.184,1.000,0.092,0.980,232.000,279,7,6,135.000,0.065,1.000,1.000,1.000
261,0.008,234.500,233,233,236,0.314,1.000,0.145,1.982,469.000,284,7,6,116.565,0.065,2.000,0.500,1.000
262,0.004,245.000,245,245,245,0.184,1.000,0.092,1.035,245.000,286,7,6,135.000,0.065,1.000,1.000,1.000
263,0.004,238.000,238,238,238,0.184,1.000,0.092,1.006,238.000,287,7,6,135.000,0.065,1.000,1.000,1.000
264,0.004,253.000,253,253,253,0.184,1.000,0.092,1.069,253.000,288,7,6,135.000,0.065,1.000,1.000,1.000
